id,name,position,team,draft_year,twitter_username,stats_id,weight,college,draft_round,height,rotoworld_id,nfl_id,espn_id,birthdate,status,may_16_value,trend,may_16,apr_16_value,apr_16,mar_16_value,mar_16,feb_16_value,feb_16,jan_16_value,jan_16,dec_15_value,dec_15,nov_15_value,nov_15,oct_15_value,oct_15,sept_15_value,sept_15
11225,Cordarrelle Patterson,WR,MIN,2013,ceeflashpee84,26652,220,Tennessee,1,74,8327,cordarrellepatterson/2540145,15807,669186000,0,27,-3.1,257.1,17,273.1,65,254.0,75,269.0,159,216.5,153,217.0,169,197.0,172,196.0,274,173.0
10297,Colin Kaepernick,QB,SFO,2011,Kaepernick7,24823,230,Nevada,2,76,6530,colinkaepernick/2495186,14001,562914000,0,36,9.3,246.6,30,247.9,63,255.9,82,263.0,96,251.0,94,250.5,94,225.0,166,198.0,269,174.0
11466,Khiry Robinson,RB,FA,2013,_numberthreeRB,27378,220,West Texas A&M,0,72,9145,khiryrobinson/2542022,16530,630824400,0,20,-91.0,272.2,96,205.9,303,181.2,395,178.5,269,186.5,211,199.5,195,190.0,274,173.0,263,175.0
11644,Derek Carr,QB,OAK,2014,0,27564,215,Fresno State,2,75,9349,derekcarr/2543499,16757,670136400,0,1353,19.8,92.2,1151,96.6,1128,112.0,1062,119.0,1623,93.0,1908,87.0,1528,91.0,591,137.0,258,176.0
10040,Pick 40,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,58,33.1,228.3,54,228.3,54,261.4,68,273.9,329,176.0,343,176.0,258,176.0,258,176.0,258,176.0
9120,Eddie Royal,WR,DEN,2008,EddieRoyalWR,8819,185,Virginia Tech,2,70,4853,eddieroyal/1990,11276,517035600,0,4,-26.5,325.0,3,325.0,21,298.5,78,264.5,90,252.5,60,270.5,36,271.0,195,190.0,253,177.0
11672,Marqise Lee,WR,JAC,2014,TeamLee1,27567,200,USC,2,72,9402,marqiselee/2543475,16787,691045200,0,34,-19.8,248.8,44,237.8,117,229.0,144,229.5,280,184.0,156,215.5,130,209.0,87,228.0,248,178.0
9087,Darren McFadden,RB,OAK,2008,dmcfadden20,8781,220,Arkansas,1,73,4649,darrenmcfadden/284,11238,557038800,0,69,-55.0,216.3,220,172.1,455,161.3,556,157.5,868,127.0,817,133.0,615,135.0,156,200.0,243,179.0
10041,Pick 41,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,45,43.2,236.3,46,236.3,40,279.4,59,277.0,316,180.0,310,180.0,238,180.0,238,180.0,238,180.0
8339,Owen Daniels,TE,HOU,2006,owendaniels,7847,245,Wisconsin,4,75,3733,owendaniels/2495825,9684,405666000,0,20,53.5,271.5,3,325.0,8,325.0,14,325.0,60,272.0,43,285.0,53,252.0,50,256.0,238,180.0
11210,Denard Robinson,RB,JAC,2013,DenardX,26758,215,Michigan,5,72,8457,denardrobinson/2539260,15951,653979600,0,10,-2.0,294.0,15,275.3,29,292.0,71,272.0,98,250.0,130,227.5,77,235.0,90,226.0,233,181.0
9987,James Starks,RB,GBP,2010,James44Starks,24169,218,Buffalo,6,74,5823,jamesstarks/497206,13214,509691600,0,80,-5.4,212.4,43,238.3,179,207.0,207,207.5,403,166.0,379,165.5,350,162.0,133,208.0,229,182.0
10307,Leonard Hankerson,WR,WAS,2011,HankTime85,24866,211,Miami,3,74,6425,leonardhankerson/2495158,14021,578984400,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,48,290.0,203,201.0,144,204.0,1062,109.0,224,183.0
10042,Pick 42,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,45,44.8,236.9,45,236.9,38,281.8,45,290.6,280,184.0,291,184.0,220,184.0,220,184.0,220,184.0
11684,Josh Huff,WR,PHI,2014,0,27614,206,Oregon,3,71,9647,joshhuff/2543746,16779,687416400,0,10,13.6,293.9,3,325.0,15,307.5,27,307.5,83,258.0,144,219.0,172,196.0,68,239.0,220,184.0
10743,Coby Fleener,TE,IND,2012,coby,25744,251,Stanford,2,78,7418,cobyfleener/2532838,14900,590734800,0,885,92.3,115.3,545,133.4,176,207.6,187,212.5,191,203.5,159,212.5,183,193.0,343,163.0,215,185.0
10052,2017 4th,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,60,66.5,226.3,56,226.3,27,292.8,42,292.8,274,186.0,280,186.0,211,186.0,211,186.0,211,186.0
9467,Kenny Britt,WR,TEN,2009,KennyBritt_18,9294,223,Rutgers,1,75,5130,kennybritt/71217,12556,590648400,0,10,20.3,295.3,5,306.5,11,315.5,20,315.5,117,234.5,64,269.0,62,245.0,130,209.0,211,186.0
10973,Cole Beasley,WR,FA,2012,Bease11,26060,180,Southern Methodist,0,68,7794,colebeasley/2535698,15349,609570000,0,6,-11.5,308.0,23,256.2,22,296.5,38,296.5,115,236.5,238,193.0,199,189.0,159,199.0,207,187.0
11213,Tavon Austin,WR,STL,2013,Tayaustin01,26631,176,West Virginia,1,68,8402,tavonaustin/2539336,15786,669013200,0,1062,3.7,104.2,850,111.8,1199,107.8,1326,108.5,1438,100.0,1832,89.5,1832,82.0,1199,103.0,203,188.0
10043,Pick 43,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,35,46.2,246.7,32,246.7,27,292.8,42,292.8,263,188.0,263,188.0,203,188.0,203,188.0,203,188.0
10432,Virgil Green,TE,DEN,2011,VGreen85,24991,255,Nevada,7,77,6570,virgilgreen/2495288,14085,586587600,0,4,0.0,325.0,4,313.0,8,325.0,14,325.0,12,350.0,42,286.5,35,300.0,98,223.0,199,189.0
10527,Doug Baldwin,WR,FA,2011,DougBaldwinJr,25105,189,Stanford,0,70,6825,dougbaldwin/2530747,14221,590821200,0,2583,6.3,67.4,2027,73.9,2481,73.7,2481,75.0,2335,76.5,615,146.5,187,192.0,263,175.0,195,190.0
7236,Antonio Gates,TE,FA,2003,AntonioGates85,6663,255,Kent State,0,76,611,antoniogates/2505299,5362,330152400,0,183,28.1,180.2,141,188.6,169,208.3,150,228.0,191,203.5,297,183.0,343,163.0,286,171.0,191,191.0
10044,Pick 44,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,32,46.2,249.7,29,249.7,23,295.8,39,295.8,253,192.0,248,192.0,187,192.0,187,192.0,187,192.0
11834,Alfred Blue,RB,HOU,2014,0,27709,223,LSU,6,74,9685,alfredblue/2543600,16921,672728400,0,4,-65.6,325.0,6,304.0,56,259.4,48,289.0,243,194.0,195,202.0,106,220.0,56,250.0,187,192.0
11886,Damien Williams,RB,FA,2014,0,28115,225,Oklahoma,0,71,9570,damienwilliams/2550512,17359,702277200,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,67,267.0,41,287.0,35,300.0,60,245.0,183,193.0
10413,Tyrod Taylor,QB,BAL,2011,TyrodTaylor,24967,215,Virginia Tech,6,73,6509,tyrodtaylor/2495240,14163,618123600,0,199,10.5,177.5,203,175.8,286,188.0,371,181.5,591,146.0,723,138.5,371,159.0,524,143.0,179,194.0
10651,Kamar Aiken,WR,FA,2011,0,25379,215,Central Florida,0,74,7097,0,14583,612507600,0,445,-7.7,143.2,336,149.6,695,135.5,800,132.5,1381,104.0,695,141.0,274,173.0,310,167.0,176,195.0
6929,Carson Palmer,QB,CIN,2003,0,6337,235,Southern California,1,77,2550,carsonpalmer/2505245,4459,315118800,0,316,12.4,156.7,263,162.8,395,169.1,464,168.5,695,138.0,534,151.5,310,167.0,243,179.0,172,196.0
10045,Pick 45,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,30,46.2,252.7,25,252.7,20,298.8,35,298.8,233,196.0,224,196.0,172,196.0,172,196.0,172,196.0
11521,Larry Donnell,TE,FA,2012,BEYOND_GREATNES,25703,265,Grambling State,0,78,7512,larrydonnell/2537933,15707,594363600,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,14,328.0,39,289.5,49,256.0,135,207.0,169,197.0
4974,Steve Smith,WR,CAR,2001,89SteveSmith,5521,185,Utah,3,69,2386,stevesmith/2504595,2622,295333200,0,191,9.7,178.5,135,191.4,280,188.2,269,194.0,183,206.5,90,251.5,54,251.0,419,154.0,166,198.0
10059,2019 3rd,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,12,31.8,290.0,10,290.0,8,321.7,14,343.5,215,198.7,215,198.7,162,198.7,162,198.7,162,198.7
7942,Darren Sproles,RB,SDC,2005,DarrenSproles,7306,190,Kansas State,4,66,3221,darrensproles/2506467,8544,424933200,0,14,25.0,286.5,16,275.0,13,311.5,23,311.5,106,239.0,117,236.0,72,238.0,138,206.0,159,199.0
10046,Pick 46,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,28,46.2,255.7,23,255.7,18,301.8,32,301.8,203,200.0,207,200.0,156,200.0,156,200.0,156,200.0
11228,Robert Woods,WR,BUF,2013,robertwoods,26664,190,USC,2,72,8407,robertwoods/2540169,15880,702882000,0,23,3.3,264.3,18,268.5,47,267.7,34,299.0,122,232.0,253,191.5,303,168.0,150,202.0,156,200.0
7842,Heath Miller,TE,PIT,2005,0,7206,256,Virginia,1,77,3145,heathmiller/2506369,8444,404110800,0,4,-28.0,325.0,4,316.5,22,297.0,37,297.0,78,260.5,44,284.5,69,239.0,85,229.0,153,201.0
11223,Stedman Bailey,WR,STL,2013,iamSB3,26715,194,West Virginia,3,70,8380,stedmanbailey/2540157,15822,658299600,0,16,43.5,281.5,4,317.0,8,325.0,14,325.0,42,296.0,27,303.0,35,300.0,203,188.0,150,202.0
8247,Vernon Davis,TE,SFO,2006,VernonDavis85,7755,250,Maryland,1,75,3638,vernondavis/2495826,9592,444373200,0,5,8.0,317.0,3,325.0,8,325.0,14,325.0,22,313.5,58,273.5,35,300.0,72,237.0,147,203.0
10047,Pick 47,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,26,46.2,258.7,22,258.7,17,304.8,30,304.8,187,204.0,191,204.0,144,204.0,144,204.0,144,204.0
11231,Marquess Wilson,WR,CHI,2013,0,26859,199,Washington State,7,76,8629,marquesswilson/2540177,16023,716446800,0,10,-41.9,295.0,20,262.8,69,253.1,69,273.0,153,219.0,445,158.5,603,136.0,125,211.0,144,204.0
10313,Andy Dalton,QB,CIN,2011,andydalton14,24822,216,TCU,2,74,6493,andydalton/2495143,14012,562482000,0,473,11.2,141.8,503,137.1,524,153.0,591,152.5,1084,115.5,1274,108.0,800,123.0,769,125.0,141,205.0
12210,Clive Walford,TE,OAK,2015,0,28456,250,Miami,3,76,10471,clivewalford/2552397,2512593,688021200,0,753,-4.3,122.5,922,109.6,941,118.3,903,126.0,1151,111.0,922,126.5,579,138.0,104,220.0,138,206.0
8252,Jay Cutler,QB,DEN,2006,0,7760,220,Vanderbilt,1,75,3608,jaycutler/2495824,9597,420440400,0,68,24.9,216.4,47,233.6,85,241.3,102,248.5,233,196.0,303,182.0,229,182.0,100,222.0,135,207.0
10048,Pick 48,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,25,46.2,261.7,21,261.7,15,307.8,26,307.8,172,208.0,172,208.0,133,208.0,133,208.0,133,208.0
12164,Mike Davis,RB,SFO,2015,0,28514,217,South Carolina,4,69,10378,0,3025433,730098000,0,39,-22.3,241.0,59,225.5,130,218.7,224,203.5,291,183.0,229,195.5,120,214.0,75,235.0,133,208.0
8243,Reggie Bush,RB,NOS,2006,ReggieBush,7751,205,Southern California,1,72,3600,reggiebush/2506874,9588,478587600,0,4,0.0,325.0,5,312.5,8,325.0,14,325.0,23,312.0,36,292.0,35,300.0,42,300.0,130,209.0
11941,Branden Oliver,RB,FA,2014,0,28272,208,Buffalo,0,68,10198,brandenoliver/2550658,17452,673592400,0,10,15.3,295.3,8,295.3,13,310.5,34,299.5,77,262.0,50,279.5,48,257.0,42,300.0,127,210.0
9308,Danny Amendola,WR,FA,2008,DannyAmendola,9037,190,Texas Tech,0,71,4991,dannyamendola/2649,11674,499755600,0,39,12.0,241.4,20,262.3,68,253.4,50,285.5,258,188.5,329,177.0,166,198.0,48,258.0,125,211.0
12204,DeAndre Smelter,WR,SFO,2015,0,28520,226,Georgia Tech,4,74,10430,0,3055912,691736400,0,615,-13.9,129.6,534,133.8,1041,115.7,941,122.5,1106,113.0,817,133.0,357,161.0,207,187.0,122,212.0
11696,Jace Amaro,TE,NYJ,2014,0,27577,265,Texas Tech,2,77,9397,jaceamaro/2543481,16792,709534800,0,65,-3.6,217.8,74,217.5,144,214.3,199,209.0,233,196.0,169,209.0,248,178.0,113,216.0,120,213.0
12195,Kenny Bell,WR,TBB,2015,AFRO_THUNDER80,28550,197,Nebraska,5,73,10538,0,2514150,698994000,0,350,2.1,153.3,316,152.3,503,155.3,615,151.5,387,167.0,183,206.0,133,208.0,183,193.0,117,214.0
7813,Alex Smith,QB,SFO,2005,0,7177,217,Utah,1,76,3119,alexsmith/2506340,8416,452754000,0,54,23.0,231.2,51,231.7,64,254.2,72,270.5,199,200.5,115,236.5,58,248.0,144,204.0,115,215.0
11809,Lorenzo Taliaferro,RB,BAL,2014,0,27666,225,Coastal Carolina,4,72,9560,lorenzotaliaferro/2543704,16950,693464400,0,7,-68.4,303.0,15,277.0,98,234.6,150,228.0,88,253.0,147,218.5,153,201.0,187,192.0,113,216.0
10961,Lance Dunbar,RB,FA,2012,Dunbar_CDB5,26064,195,North Texas,0,68,7798,lancedunbar/2535708,15369,633243600,0,40,-42.0,240.3,144,187.4,220,198.3,263,194.5,220,198.5,150,218.0,102,222.0,82,231.0,111,217.0
8735,Scott Chandler,TE,SDC,2007,scottchandler84,8383,260,Iowa,4,79,4257,scottchandler/2495573,10572,490942800,0,8,18.0,299.5,3,325.0,10,317.5,18,317.5,90,252.5,78,258.5,35,300.0,42,300.0,108,218.0
8268,DeAngelo Williams,RB,CAR,2006,DeAngeloRB,7776,215,Memphis,1,69,3611,deangelowilliams/2495979,9613,420094800,0,127,19.3,196.8,69,218.3,138,216.0,159,226.0,336,174.5,556,150.5,336,164.0,88,227.0,106,219.0
11850,Quincy Enunwa,WR,NYJ,2014,0,27737,225,Nebraska,6,74,9610,quincyenunwa/2543828,16899,707288400,0,30,-20.4,252.8,26,251.6,100,232.4,130,233.0,113,237.5,54,275.0,35,300.0,42,300.0,104,220.0
11747,James White,RB,NEP,2014,0,27658,205,Wisconsin,4,70,9426,jameswhite/2543773,16913,697093200,0,24,-63.2,262.2,48,232.9,215,199.0,220,204.5,545,149.5,269,187.0,135,207.0,42,300.0,102,221.0
11258,Mychal Rivera,TE,OAK,2013,MychalRivera,26807,245,Tennessee,6,75,8587,mychalrivera/2539995,15923,652770000,0,4,-10.5,325.0,6,302.0,11,314.5,21,314.5,15,325.5,34,294.5,35,300.0,59,246.0,100,222.0
12183,Rashad Greene,WR,JAC,2015,0,28527,185,Florida State,5,71,10397,rashadgreene/2552425,2576785,717224400,0,29,-10.3,255.1,26,251.6,80,244.8,78,264.5,291,183.0,316,178.0,179,194.0,108,218.0,98,223.0
10056,2018 4th,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,16,83.1,282.9,13,282.9,8,366.0,14,366.0,150,223.2,141,223.2,98,223.2,96,223.2,96,223.2
10723,Mohamed Sanu,WR,CIN,2012,Mo_12_Sanu,25793,210,Rutgers,3,74,7433,mohamedsanu/2533040,14922,619765200,0,483,99.7,141.2,183,178.1,88,240.8,108,245.0,156,217.0,138,223.5,104,221.0,94,224.0,94,224.0
10702,Brock Osweiler,QB,DEN,2012,0,25767,240,Arizona State,2,80,7450,brockosweiler/2533436,14879,659250000,0,115,31.0,199.7,85,212.1,106,230.7,117,237.5,229,197.5,274,186.5,215,185.0,80,232.0,92,225.0
8667,Dwayne Bowe,WR,KCC,2007,DwayneBowe82,8277,222,Louisiana State,1,74,4184,dwaynebowe/2495558,10467,464590800,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,12,350.0,15,321.5,35,300.0,42,300.0,90,226.0
10362,Cecil Shorts,WR,JAC,2011,CecilShortsIII,24901,202,Mount Union,4,72,6602,cecilshorts/2495341,14184,567147600,0,4,0.0,325.0,5,309.5,8,325.0,14,325.0,82,259.0,75,261.5,35,300.0,42,300.0,88,227.0
10719,Justin Blackmon,WR,JAC,2012,JustBlack81,25715,210,Oklahoma State,1,73,7402,justinblackmon/2533038,14907,631861200,0,4,0.0,325.0,9,291.3,8,325.0,19,316.5,75,262.5,77,260.5,40,266.0,77,234.0,87,228.0
11641,Johnny Manziel,QB,CLE,2014,JManziel2,27550,210,Texas A&M,1,72,9271,johnnymanziel/2543462,16736,723618000,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,74,263.0,199,201.5,111,218.0,141,205.0,85,229.0
10734,Jarius Wright,WR,MIN,2012,Jay_wright4,25828,191,Arkansas,4,70,7574,jariuswright/2532978,14918,627973200,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,18,320.5,23,308.0,35,300.0,42,300.0,83,231.0
12184,Jamison Crowder,WR,WAS,2015,0,28493,185,Duke,4,68,10373,jamisoncrowder/2552415,2576716,740293200,0,437,-12.3,143.3,709,122.6,769,131.0,833,130.5,1106,113.0,850,130.0,817,122.0,291,170.0,82,232.0
11212,Justin Hunter,WR,TEN,2013,justinhunter_11,26657,203,Tennessee,2,76,8415,justinhunter/2540151,15845,674715600,0,8,13.5,300.5,5,308.5,12,314.0,21,314.0,85,255.5,117,236.0,127,211.0,106,219.0,80,233.0
11214,Aaron Dobson,WR,NEP,2013,aarondobson17,26682,205,Marshall,2,75,8479,aarondobson/2539256,15834,680245200,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,45,292.0,47,282.5,35,300.0,111,217.0,78,234.0
11890,Albert Wilson,WR,FA,2014,0,28046,200,Georgia State,0,69,9572,albertwilson/2550272,17051,710917200,0,29,-12.2,253.3,14,278.0,87,241.2,130,233.0,176,207.5,135,225.0,113,217.0,42,300.0,77,235.0
11689,Bruce Ellington,WR,SFO,2014,0,27634,197,South Carolina,4,69,9608,bruceellington/2543646,16946,682837200,0,12,-1.2,289.6,28,249.9,32,288.4,14,325.0,18,320.0,12,350.0,35,300.0,71,238.0,75,236.0
11857,Michael Campanaro,WR,BAL,2014,0,27746,185,Wake Forest,7,69,9594,michaelcampanaro/2550163,16832,664779600,0,8,-86.5,302.0,57,226.0,141,215.5,195,211.0,68,266.0,53,276.5,35,300.0,64,242.0,74,237.0
9474,Jared Cook,TE,TEN,2009,JaredCook89,9353,254,South Carolina,3,77,5165,jaredcook/71265,12537,544770000,0,21,56.0,269.0,3,325.0,8,325.0,14,325.0,12,350.0,57,274.0,108,219.0,120,213.0,72,238.0
10063,2020 3rd,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,4,39.7,362.5,3,362.5,7,402.2,14,429.4,108,238.5,108,238.5,71,238.5,69,238.5,71,238.5
11251,Gavin Escobar,TE,DAL,2013,GavinEscobar89,26670,260,San Diego State,2,78,8410,gavinescobar/2540211,15836,665557200,0,4,-6.5,325.0,3,325.0,10,318.5,18,318.5,14,327.0,49,281.5,35,300.0,45,262.0,69,239.0
11752,Chris Matthews,WR,FA,2014,0,25594,218,Kentucky,0,77,7304,chrismatthews/2531049,14285,623653200,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,24,311.0,13,332.0,42,264.0,42,300.0,68,240.0
11951,Willie Snead,WR,FA,2014,0,28026,195,Ball State,0,71,9989,0,17258,719298000,0,1128,3.7,100.8,1223,95.3,1300,104.4,1623,100.5,1497,98.0,1528,99.0,1438,94.0,233,181.0,67,241.0
11188,Theo Riddick,RB,DET,2013,0,26822,201,Notre Dame,6,69,8485,theoriddick/2540020,15994,673333200,0,738,14.4,122.6,568,131.7,667,137.0,738,139.0,922,123.5,603,147.0,428,153.0,147,203.0,65,243.0
11150,Geno Smith,QB,NYJ,2013,GenoSmith_12,26662,221,West Virginia,2,75,8326,genosmith/2539335,15864,655534800,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,12,350.0,17,320.0,68,240.0,42,300.0,64,244.0
12212,Tyler Kroft,TE,CIN,2015,0,28473,246,Rutgers,3,78,10490,tylerkroft/2552586,2582410,719125200,0,8,-9.0,299.0,16,273.6,30,290.0,47,290.0,166,213.0,32,296.0,35,300.0,42,300.0,63,245.0
11901,Antonio Andrews,RB,FA,2014,0,27946,225,Western Kentucky,0,70,9576,antonioandrews/2550474,17105,714027600,0,4,-62.0,325.0,3,325.0,53,263.0,127,233.5,207,199.5,464,156.5,483,147.0,220,184.0,62,246.0
10699,Nick Foles,QB,PHI,2012,0,25798,243,Arizona,3,78,7475,nickfoles/2532842,14877,601275600,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,12,350.0,36,292.5,56,250.0,63,243.0,60,247.0
10700,Kirk Cousins,QB,WAS,2012,KirkCousins8,25812,202,Michigan State,4,75,7486,kirkcousins/2532820,14880,587970000,0,493,37.2,139.7,238,167.3,336,176.8,503,161.5,769,131.0,159,212.5,96,224.0,42,300.0,59,248.0
11760,Jimmy Garoppolo,QB,NEP,2014,JimmyG_10,27590,225,Eastern Illinois,2,74,9360,jimmygaroppolo/2543801,16760,689058000,0,25,31.6,260.9,13,283.0,28,292.5,43,292.5,67,267.0,39,289.0,35,300.0,46,260.0,58,249.0
11698,CJ Fiedorowicz,TE,HOU,2014,0,27593,265,Iowa,3,77,9613,c.j.fiedorowicz/2543721,16766,688107600,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,16,323.5,19,316.0,35,300.0,42,300.0,57,250.0
10060,2019 4th,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,4,103.9,353.6,3,353.6,7,457.6,13,457.6,64,267.8,65,267.8,39,267.8,43,267.8,56,267.8
10389,Dion Lewis,RB,PHI,2011,DionLewis28,24936,195,Pittsburgh,5,68,6483,dionlewis/2495469,14198,654411600,0,2636,5.9,65.1,2636,63.5,2636,71.0,2431,76.5,2431,75.0,3226,62.0,4641,39.0,2335,71.0,54,300.0
12160,Karlos Williams,RB,BUF,2015,0,28543,230,Florida State,5,73,10532,karloswilliams/2552380,2576817,736491600,0,1409,-7.7,90.9,1381,87.3,2111,83.3,2288,82.0,2027,83.5,2335,79.0,1947,79.0,1947,79.0,54,300.0
10737,Travis Benjamin,WR,CLE,2012,TravisBenjamin3,25810,175,Miami,4,70,7562,travisbenjamin/2532790,15062,630910800,0,922,13.8,112.7,833,112.1,817,126.4,817,132.0,1248,107.0,1591,97.0,1199,103.0,817,122.0,54,300.0
8776,James Jones,WR,GBP,2007,0,8332,200,San Jose State,3,73,4242,jamesjones/2507183,10522,449557200,0,4,-59.5,325.0,3,325.0,50,265.5,77,265.5,122,232.0,473,156.0,628,134.0,615,135.0,54,300.0
11179,Christine Michael,RB,SEA,2013,Cmike33,26685,221,Texas A&M,2,70,8469,christinemichael/2539322,15855,658126800,0,5,-86.6,313.0,72,217.6,120,226.4,156,226.5,138,226.0,233,195.0,437,152.0,579,138.0,54,300.0
12169,Thomas Rawls,RB,FA,2015,0,28714,215,Central Michigan,0,69,10420,thomasrawls/2553733,2576237,744354000,0,4029,-0.4,50.0,4281,42.6,3869,49.6,4281,48.5,3642,55.5,2335,79.0,1106,107.0,534,142.0,54,300.0
9078,Chris Johnson,RB,TEN,2008,ChrisJohnson28,8801,203,East Carolina,1,71,4743,chrisjohnson/262,11258,496299600,0,11,31.5,293.5,14,277.5,8,325.0,14,325.0,24,311.5,336,176.5,387,157.0,248,178.0,54,300.0
11186,Chris Thompson,RB,WAS,2013,ChrisThompson_4,26777,193,Florida State,5,68,8563,christhompson/2540011,15966,656398800,0,59,-15.7,226.9,68,218.8,159,211.3,211,206.5,364,169.5,387,165.0,395,156.0,199,189.0,54,300.0
12098,Charcandrick West,RB,FA,2014,0,28044,205,Abilene Christian,0,70,10006,charcandrickwest/2550268,17284,675838800,0,258,-5.7,164.8,215,172.7,483,159.1,556,157.5,1128,112.0,1559,98.5,1041,110.0,169,197.0,54,300.0
10903,Rishard Matthews,WR,MIA,2012,_RMatthews,25937,217,Nevada,7,72,7667,rishardmatthews/2532903,15102,624171600,0,357,13.8,151.1,258,163.0,437,164.9,329,186.5,379,167.5,1084,117.5,885,118.0,153,201.0,54,300.0
9189,Gary Barnidge,TE,CAR,2008,garybarnidge,8907,250,Louisville,5,78,4894,garybarnidge/1060,11364,496213200,0,603,7.9,131.1,524,133.9,654,139.0,784,134.0,1353,104.5,1223,109.5,1020,111.0,122,212.0,54,300.0
11957,Dontrelle Inman,WR,FA,2013,0,25120,205,Virginia,0,75,6840,dontrelleinman/2530700,14269,602226000,0,18,-31.4,277.6,21,261.7,75,246.2,77,265.5,269,186.5,113,237.0,63,244.0,92,225.0,54,300.0
12256,Jarryd Hayne,RB,FA,2015,0,28379,220,None,0,74,10435,0,3423412,571899600,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,17,322.0,12,350.0,35,300.0,83,230.0,54,300.0
10940,Derek Carrier,TE,FA,2012,0,26416,241,Beloit,0,76,7527,derekcarrier/2534241,15403,648882000,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,29,306.5,26,303.5,35,300.0,78,233.0,54,300.0
11746,Terrance West,RB,CLE,2014,0,27622,225,Towson,3,70,9406,terrancewest/2543664,16783,664434000,0,4,0.0,325.0,7,297.0,8,325.0,14,325.0,62,270.0,45,284.0,35,300.0,74,236.0,54,300.0
11332,Jonas Gray,RB,FA,2013,0,26273,225,Notre Dame,0,70,7695,jonasgray/2533030,15364,646462800,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,22,314.5,12,350.0,35,300.0,67,240.0,54,300.0
12263,Darren Waller,TE,BAL,2015,0,28592,245,Georgia Tech,6,78,10433,0,2576925,716360400,0,12,10.5,291.5,7,299.5,18,302.0,62,276.0,102,242.5,48,282.0,35,300.0,62,244.0,54,300.0
12471,Seth Roberts,WR,FA,2014,0,28214,195,West Alabama,0,74,10142,sethroberts/2550597,17402,667198800,0,46,-33.8,235.3,104,203.0,203,201.4,336,186.0,336,174.5,162,211.0,43,263.0,58,247.0,54,300.0
10394,Niles Paul,TE,WAS,2011,Niles_Paul84,24942,241,Nebraska,5,73,6661,nilespaul/2495211,14156,618642000,0,4,-4.5,325.0,3,325.0,9,320.5,23,311.5,51,285.5,36,292.5,35,300.0,57,248.0,54,300.0
11931,Bennie Fowler,WR,FA,2014,0,27826,212,Michigan State,0,73,9826,benniefowler/2550198,16995,676530000,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,15,324.5,15,324.5,35,300.0,54,251.0,54,300.0
11406,Brice Butler,WR,OAK,2013,Brice_Butler,26832,215,San Diego St,7,75,8608,bricebutler/2541388,15896,633589200,0,18,47.8,277.3,3,325.0,8,325.0,14,325.0,13,328.5,14,328.5,35,300.0,53,252.0,54,300.0
11786,Crockett Gillmore,TE,BAL,2014,0,27627,270,Colorado State,3,78,9625,crockettgillmore/2543794,16775,690267600,0,16,-52.5,282.0,39,241.3,115,229.5,144,229.5,125,231.5,303,182.0,203,188.0,52,253.0,54,300.0
10696,Robert Griffin,QB,WAS,2012,RGIII,25712,222,Baylor,1,74,7406,robertgriffiniii/2533033,14875,634798800,0,49,24.7,233.3,37,241.9,58,257.9,46,290.5,12,350.0,12,350.0,35,300.0,51,255.0,54,300.0
10983,Chris Hogan,WR,FA,2011,0,25178,220,Monmouth,0,73,6902,chrishogan/2530515,14402,593672400,0,243,153.6,167.4,27,250.0,9,321.0,16,321.0,12,331.0,13,331.0,35,300.0,49,257.0,54,300.0
